order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order
216,102339,94,5,15,2.0
217,112125,2,0,8,21.0
218,98711,12,0,21,17.0
219,185730,12,0,13,4.0
220,63952,26,3,17,6.0
221,177947,1,5,8,
222,145501,27,1,11,8.0
223,169586,40,0,9,2.0
224,109534,6,0,14,13.0
225,130657,9,1,9,22.0
226,51011,4,0,12,30.0
227,100142,35,1,21,2.0
228,156462,4,1,16,26.0
229,47358,7,0,22,8.0
230,137575,7,2,9,7.0
231,147443,2,1,18,30.0
232,56896,1,6,14,
233,29724,20,4,17,8.0
234,96828,55,1,12,9.0
235,58701,20,5,9,9.0
236,97664,2,0,12,10.0
237,36603,1,2,17,
238,92123,4,6,9,4.0
239,51178,39,4,9,9.0
240,183623,64,3,10,3.0
241,131535,2,2,18,13.0
242,167125,11,4,13,7.0
243,62481,3,2,10,30.0
244,168855,37,6,18,9.0
245,70322,1,4,9,
246,97039,7,3,4,3.0
247,82764,15,5,10,22.0
248,30576,8,5,10,9.0
249,81951,3,6,8,6.0
250,34840,13,1,7,17.0
251,155188,6,1,11,8.0
252,78634,7,3,18,7.0
253,44802,7,2,15,7.0
254,12711,43,6,16,5.0
255,4076,30,0,20,3.0
256,95044,14,5,13,13.0
257,35581,9,6,23,5.0
258,184598,10,1,9,30.0
259,52205,7,1,12,10.0
260,21630,7,5,10,11.0
261,153543,14,0,13,9.0
262,122266,2,5,19,15.0
263,62875,8,1,17,25.0
264,93764,30,5,15,21.0
265,139432,38,0,9,9.0
266,99546,2,5,7,28.0
267,25414,53,0,9,7.0
268,181567,1,5,18,
269,44103,77,0,11,1.0
270,201517,1,3,10,
271,119186,7,0,18,27.0
272,127211,10,5,14,4.0
273,171199,9,0,14,11.0
274,64392,8,2,9,15.0
275,26030,51,1,10,2.0
276,46527,34,6,11,6.0
277,109712,4,0,1,7.0
278,182817,3,6,14,30.0
279,185432,13,0,12,21.0
280,1059,27,1,10,6.0
281,200563,14,2,16,15.0
282,8456,11,0,12,14.0
283,89598,10,1,13,2.0
284,143768,33,4,23,2.0
285,57561,11,5,18,10.0
286,91926,2,1,12,30.0
287,100513,3,1,13,5.0
288,137357,41,2,7,5.0
289,5927,14,0,8,7.0
290,67140,14,0,17,8.0
291,66046,8,4,22,6.0
292,29552,15,3,16,7.0
293,168853,2,4,9,4.0
294,54538,33,0,12,7.0
295,186873,12,2,10,11.0
296,92052,36,1,17,0.0
297,29096,1,0,11,
298,35569,6,5,17,5.0
299,10546,12,2,10,6.0
300,76870,13,6,17,4.0
301,66567,10,0,10,8.0
302,54878,12,5,12,8.0
303,198240,30,3,21,5.0
304,55713,58,1,13,2.0
305,150329,21,3,15,5.0
306,166655,33,2,14,10.0
307,177808,2,4,11,10.0
308,176010,8,0,17,10.0
309,126109,17,5,10,30.0
310,101311,2,3,10,10.0
311,25023,17,2,11,30.0
312,169114,21,4,19,4.0
313,113359,31,6,22,7.0
314,174117,4,5,8,12.0
315,133849,33,2,16,3.0
316,190581,6,1,11,30.0
317,179469,4,0,18,30.0
318,108940,23,4,22,8.0
319,102031,6,4,21,7.0
320,17669,1,1,15,
321,125272,36,1,12,17.0
322,36278,2,1,9,7.0
323,60766,13,4,10,7.0
324,68950,7,4,12,12.0
325,9579,2,3,13,30.0
326,33704,12,3,9,7.0
327,58707,21,6,9,8.0
328,156112,10,1,20,8.0
329,193602,7,6,15,6.0
330,200502,26,4,16,4.0
331,97427,1,6,17,
332,131796,9,6,9,7.0
333,15068,36,4,10,3.0
334,7114,13,0,8,20.0
335,164484,7,5,12,5.0
336,60174,14,2,13,21.0
337,44598,27,1,10,19.0
338,61454,38,3,13,5.0
339,34416,57,2,16,5.0
340,197300,10,6,9,16.0
341,163059,6,1,10,19.0
342,183968,24,2,17,7.0
343,120226,8,2,10,16.0
344,61721,10,4,11,7.0
345,129475,16,2,10,6.0
346,161624,3,6,18,26.0
347,17155,94,1,16,7.0
348,42181,11,2,16,8.0
349,156353,9,3,16,30.0
350,96296,45,3,14,7.0
351,26183,18,5,14,1.0
352,158641,7,2,18,6.0
353,173814,4,4,13,30.0
354,25862,19,5,10,8.0
355,28266,13,1,13,27.0
356,143707,35,2,13,1.0
357,140609,9,5,17,2.0
358,186138,5,5,13,16.0
359,186816,14,2,22,9.0
360,26871,2,2,16,30.0
361,58087,1,2,0,
362,65561,20,4,11,2.0
363,204484,20,5,10,7.0
364,120742,29,2,11,5.0
365,184277,9,2,6,16.0
366,85359,25,0,14,5.0
367,48730,3,4,19,19.0
368,193730,20,2,18,1.0
369,186407,1,2,19,
370,49030,34,6,10,10.0
371,27212,7,2,13,10.0
372,178268,3,5,16,3.0
373,148175,16,6,17,30.0
374,128335,7,2,18,2.0
375,163102,43,4,17,1.0
376,121858,11,5,16,14.0
377,1868,65,1,13,2.0
378,128710,66,5,9,2.0
379,6801,59,5,23,7.0
380,83896,3,5,17,26.0
381,52824,19,0,14,5.0
382,73283,15,2,9,2.0
383,162083,39,6,11,10.0
384,110980,33,3,11,6.0
385,32268,21,6,16,5.0
386,55492,8,0,15,30.0
387,160646,13,1,14,14.0
388,176698,17,0,13,8.0
389,11216,8,4,9,5.0
390,166654,48,0,12,9.0
391,116932,6,1,17,1.0
392,37700,5,3,8,7.0
393,111860,21,6,17,13.0
394,160625,16,5,13,1.0
395,186576,4,3,16,7.0
396,158728,9,0,15,3.0
397,198708,30,1,18,3.0
398,155472,2,2,11,30.0
399,64024,6,2,19,10.0
400,180454,32,0,8,8.0
401,86884,19,1,9,6.0
402,202359,20,5,14,14.0
403,16181,10,5,12,14.0
404,196585,10,5,8,7.0
405,172653,27,6,13,16.0
406,51849,5,5,9,19.0
407,164176,7,3,17,30.0
408,45631,17,1,18,14.0
409,41502,7,1,18,17.0
410,121327,34,2,14,5.0
411,181193,22,4,14,4.0
412,101249,5,3,21,15.0
413,200178,4,0,16,10.0
414,120775,18,5,14,8.0
415,48412,1,4,18,
416,34870,13,4,13,3.0
417,193125,3,6,1,17.0
418,33565,12,0,12,14.0
419,164717,6,3,16,4.0
420,161762,37,2,11,2.0
421,119095,1,0,23,
422,146023,21,5,15,6.0
423,97970,20,4,16,7.0
424,194925,10,2,13,27.0
425,146671,15,1,11,30.0
426,147194,38,5,15,7.0
427,19785,4,1,13,9.0
428,33799,16,4,10,2.0
429,126918,2,0,9,7.0
430,185289,30,5,9,8.0
431,137716,39,1,11,8.0
432,198921,5,3,10,5.0
433,76234,17,1,12,10.0
434,108854,12,5,9,8.0
435,201679,11,2,20,10.0
436,106876,29,6,11,7.0
437,78090,21,0,9,7.0
438,39176,19,4,15,3.0
439,56056,13,3,10,9.0
440,155234,4,0,15,21.0
441,132697,5,1,13,7.0
442,185583,39,2,20,13.0
443,174206,42,1,12,3.0
444,201770,2,5,13,20.0
445,63288,1,6,0,
446,22274,93,5,13,0.0
447,173924,36,4,14,7.0
448,111664,9,5,19,12.0
449,177340,7,3,17,30.0
450,79317,19,1,8,5.0
451,167271,24,2,16,9.0
452,190409,27,2,21,30.0
453,27896,16,0,12,7.0
454,11335,23,1,17,14.0
455,140595,10,1,15,5.0
456,200032,6,0,12,30.0
457,105560,16,1,16,30.0
458,148347,2,2,12,10.0
459,18550,10,1,8,29.0
460,151207,3,5,13,27.0
461,40496,8,0,15,12.0
462,103166,4,5,18,4.0
463,92093,18,1,17,5.0
464,162075,8,6,12,3.0
465,65540,1,1,16,
466,101150,47,3,10,6.0
467,140348,8,6,10,22.0
468,69420,5,1,15,25.0
469,54336,3,5,16,7.0
470,4793,14,5,15,30.0
471,52745,5,6,18,30.0
472,22824,26,2,20,1.0
473,77529,7,6,10,8.0
474,119489,5,3,20,30.0
475,190994,3,0,0,6.0
476,201923,2,5,10,5.0
477,13665,3,4,12,30.0
478,81461,3,0,12,8.0
479,31038,9,2,9,16.0
480,56158,4,4,18,4.0
481,61134,31,5,17,8.0
482,192144,17,5,11,11.0
483,115184,30,1,11,11.0
484,187599,16,3,14,30.0
485,124536,15,3,8,7.0
486,146875,11,2,16,6.0
487,83068,61,0,10,1.0
488,127848,22,1,19,4.0
489,23535,5,2,12,30.0
490,32953,40,1,15,6.0
491,186155,4,3,12,13.0
492,92343,26,2,14,14.0
493,197703,21,5,19,2.0
494,90250,7,6,17,14.0
495,87872,7,2,11,30.0
496,7580,3,5,12,4.0
497,173962,8,0,18,0.0
498,139602,10,1,14,12.0
499,68120,7,6,16,4.0
500,26454,8,0,8,22.0
501,86142,40,2,12,16.0
502,153628,22,5,17,3.0
503,201861,20,3,15,9.0
504,2201,10,3,17,22.0
505,110754,4,1,16,30.0
506,8941,24,3,8,30.0
507,192963,4,3,9,15.0
508,51003,6,5,11,10.0
509,79643,6,1,9,3.0
510,203673,42,0,10,5.0
511,61839,5,6,17,13.0
512,133066,12,2,16,2.0
513,152263,6,0,10,30.0
514,18201,15,4,10,6.0
515,153416,17,1,12,14.0
516,49838,8,3,15,10.0
517,97952,66,0,16,6.0
518,20663,44,0,20,7.0
519,100101,11,2,14,30.0
520,165200,13,3,8,0.0
521,203870,25,2,9,3.0
522,35250,6,1,15,12.0
523,171041,8,5,15,2.0
524,152160,3,6,8,30.0
525,167046,5,2,12,15.0
526,17900,9,0,23,10.0
527,39332,6,2,21,10.0
528,162968,16,5,13,1.0
529,34037,6,4,10,30.0
530,187261,6,2,10,5.0
531,99518,2,6,18,2.0
532,100845,7,2,15,2.0
533,141438,7,6,18,11.0
534,99415,5,4,16,19.0
535,179526,28,5,9,2.0
536,138768,1,1,9,
537,180135,15,2,8,3.0
538,129024,17,0,10,11.0
539,189144,13,1,11,14.0
540,93962,8,0,9,22.0
541,186224,12,2,15,9.0
542,12899,30,1,15,3.0
543,30816,1,0,12,
544,173861,34,5,20,6.0
545,35519,7,0,9,1.0
546,141401,18,2,11,4.0
547,113831,6,4,11,9.0
548,150283,1,4,10,
549,120786,4,2,21,8.0
550,36504,29,5,16,10.0
551,91201,21,1,10,28.0
552,18926,22,4,13,12.0
553,180141,17,1,10,7.0
554,34076,4,2,22,30.0
555,40590,70,2,7,4.0
556,87144,2,4,10,30.0
557,153133,13,3,20,30.0
558,5721,7,1,11,6.0
559,22322,20,1,4,16.0
560,67315,1,6,17,
561,153285,7,1,16,15.0
562,199989,41,3,10,9.0
563,153069,1,3,23,
564,8422,34,6,17,15.0
565,45892,47,5,10,4.0
566,133183,4,1,19,11.0
567,186231,2,2,16,27.0
568,66971,8,2,9,20.0
569,201085,9,2,19,7.0
570,16482,12,3,14,7.0
571,78998,5,1,11,9.0
572,150255,2,4,13,30.0
573,42147,16,1,14,9.0
574,113517,19,6,10,6.0
575,202833,92,4,9,2.0
576,38664,5,1,16,6.0
577,22836,18,3,18,3.0
578,179433,3,6,12,14.0
579,125944,5,0,13,7.0
580,38171,46,3,13,5.0
581,76141,3,6,17,7.0
582,193223,6,2,19,10.0
583,71244,20,4,15,11.0
584,78727,2,6,19,6.0
585,137128,5,0,18,7.0
586,31030,16,2,11,11.0
587,13112,39,2,12,8.0
588,145181,11,2,15,6.0
589,160442,3,1,15,6.0
590,198502,31,4,18,7.0
591,31111,14,5,17,8.0
592,105010,3,0,8,21.0
593,57957,7,1,7,17.0
594,84876,2,1,22,28.0
595,32240,68,4,6,3.0
596,60562,11,0,10,12.0
597,43517,12,1,19,2.0
598,81979,4,6,9,8.0
599,5217,4,1,12,5.0
600,34215,8,2,13,4.0
601,94143,1,6,12,
602,147552,5,4,23,6.0
603,95063,87,6,12,10.0
604,26175,28,1,11,12.0
605,37949,20,1,12,0.0
606,42671,30,2,20,4.0
607,166458,4,0,15,30.0
608,91030,11,3,21,12.0
609,25883,4,2,15,1.0
610,196148,25,0,15,12.0
611,197381,66,5,11,5.0
612,196148,17,1,14,4.0
613,53840,8,6,11,6.0
614,33769,4,5,18,20.0
615,36811,27,6,8,11.0
616,35556,4,6,17,30.0
617,189312,3,1,12,20.0
618,41594,17,1,19,18.0
619,164110,40,1,16,17.0
620,169324,6,5,13,19.0
621,102288,25,1,7,4.0
622,95549,4,0,16,6.0
623,37804,63,3,12,3.0
624,193012,11,1,14,3.0
625,39460,85,1,10,7.0
626,10747,78,3,13,2.0
627,135886,41,4,18,6.0
628,204912,24,4,7,4.0
629,3351,3,3,0,30.0
630,51955,1,0,16,
631,184099,7,3,9,30.0
632,84859,20,3,8,6.0
633,54591,5,1,14,5.0
634,190667,21,0,16,5.0
635,127975,9,0,16,5.0
636,63276,12,5,17,3.0
637,1177,23,5,17,10.0
638,167982,45,6,14,6.0
639,194758,5,1,12,4.0
640,34791,4,6,0,30.0
641,29916,7,2,9,7.0
642,98841,5,1,14,21.0
643,17076,1,0,8,
644,151223,1,5,16,
645,146921,6,2,8,30.0
646,76803,4,1,11,10.0
647,137453,45,3,16,1.0
648,138800,28,6,0,6.0
649,135836,1,4,7,
650,38617,52,6,12,4.0
651,181671,4,5,6,7.0
652,94596,15,5,13,9.0
653,120475,2,2,13,15.0
654,54729,52,5,13,7.0
655,85219,28,3,20,5.0
656,201665,1,3,14,
657,193653,11,2,10,5.0
658,80981,6,2,7,7.0
659,177324,15,5,10,7.0
660,131699,15,5,13,1.0
661,185594,13,1,7,30.0
662,120923,39,3,10,1.0
663,10441,20,5,20,1.0
664,135845,4,0,12,7.0
665,28332,7,6,23,14.0
666,5152,2,5,12,13.0
667,37763,2,3,16,2.0
668,38722,10,1,15,9.0
669,96183,25,3,12,4.0
670,196898,1,5,13,
671,73068,1,1,15,
672,30564,37,6,22,0.0
673,200062,49,0,8,11.0
674,163819,48,1,11,8.0
675,200898,37,6,15,5.0
676,165814,18,0,17,7.0
677,173442,8,2,19,22.0
678,198488,9,1,12,5.0
679,102514,14,4,14,3.0
680,134093,9,3,12,2.0
681,114191,8,1,18,5.0
682,36916,18,6,6,2.0
683,152537,3,0,15,30.0
684,205709,36,0,8,7.0
685,170906,2,1,7,10.0
686,12445,11,2,4,13.0
687,45258,23,6,13,5.0
688,72738,38,2,14,4.0
689,108932,16,1,13,3.0
690,154391,15,5,15,12.0
691,32597,23,1,10,14.0
692,198151,12,0,19,7.0
693,46277,4,5,9,7.0
694,146044,8,2,8,8.0
695,158663,8,0,8,7.0
696,17551,16,2,17,3.0
697,87185,5,0,19,0.0
698,115540,31,5,21,3.0
699,23011,4,2,20,3.0
700,185577,30,1,12,7.0
701,195186,28,2,6,5.0
702,146600,81,3,7,3.0
703,174262,10,5,17,9.0
704,61148,31,0,9,7.0
705,38886,2,5,11,7.0
706,59106,47,3,18,2.0
707,22757,4,5,17,11.0
708,1873,4,0,17,30.0
709,72533,1,5,6,
710,118558,7,1,12,0.0
711,87889,18,1,11,17.0
712,194230,1,4,16,
713,107098,17,4,16,7.0
714,120615,2,3,15,0.0
715,142186,8,0,11,4.0
716,140474,2,6,8,8.0
717,137387,15,0,13,30.0
718,31957,10,1,20,8.0
719,152953,31,1,12,27.0
720,8910,4,6,13,7.0
721,62846,19,1,13,13.0
722,69144,26,0,18,3.0
723,21823,16,3,19,4.0
724,200297,13,2,9,5.0
725,142872,10,1,17,9.0
726,57362,25,2,17,7.0
727,175023,7,1,17,18.0
728,21456,2,1,11,12.0
729,48968,7,1,13,6.0
730,190797,42,3,9,2.0
731,173379,15,0,19,1.0
732,31513,6,5,20,19.0
733,62760,3,5,21,13.0
734,74680,33,1,9,4.0
735,7358,29,6,19,2.0
736,55633,3,1,15,8.0
737,84980,3,1,17,8.0
738,173328,11,1,11,9.0
739,111451,27,5,12,2.0
740,6832,6,4,22,30.0
741,105105,6,2,14,1.0
742,150739,4,0,17,10.0
743,82598,72,3,7,1.0
744,70318,6,5,20,6.0
745,10031,50,5,12,5.0
746,48900,9,0,12,18.0
747,18237,10,1,8,8.0
748,116022,19,0,23,7.0
749,190318,2,1,14,24.0
750,71771,34,5,10,8.0
751,148573,2,5,17,2.0
752,148177,6,3,13,22.0
753,22350,1,3,9,
754,6409,33,6,11,28.0
755,5860,53,3,12,1.0
756,26355,12,6,13,2.0
757,68826,13,4,15,16.0
758,168406,6,5,11,30.0
759,51823,7,5,10,30.0
760,130749,9,3,15,3.0
761,85484,3,1,16,30.0
762,41751,5,6,12,6.0
763,158164,16,5,13,2.0
764,21807,5,6,12,7.0
765,164956,1,0,14,
766,13554,27,1,10,6.0
767,59476,16,0,10,11.0
768,85120,17,0,12,3.0
769,37708,6,4,10,19.0
770,165709,11,4,0,2.0
771,73968,16,0,17,7.0
772,99707,67,4,12,1.0
773,159379,4,2,17,3.0
774,27650,25,0,17,12.0
775,149156,3,5,8,16.0
776,149408,8,0,20,7.0
777,7870,2,6,13,8.0
778,113167,26,0,13,17.0
779,90709,18,1,16,5.0
780,58975,4,1,19,30.0
781,142038,1,2,14,
782,174741,34,2,10,8.0
783,3671,8,6,15,27.0
784,84440,13,0,13,4.0
785,77133,5,0,20,3.0
786,14386,19,0,13,14.0
787,139178,59,5,18,1.0
788,47066,19,2,13,9.0
789,143268,1,4,21,
790,60800,10,4,16,5.0
791,11419,4,3,13,26.0
792,148306,19,2,9,7.0
793,91593,2,1,14,12.0
794,141026,23,0,15,8.0
795,180838,14,5,16,7.0
796,15161,83,5,14,2.0
797,174342,2,4,8,6.0
798,111550,75,3,9,2.0
799,10600,21,5,18,8.0
800,132856,3,5,7,3.0
801,146802,6,6,19,6.0
802,61190,5,6,8,3.0
803,8535,17,5,8,7.0
804,61834,7,5,17,5.0
805,170539,40,0,8,7.0
806,123170,8,1,15,6.0
807,179752,32,3,8,12.0
808,82414,7,3,9,1.0
809,59478,30,2,14,7.0
810,139365,45,6,14,3.0
811,121906,36,5,17,5.0
812,41934,1,0,16,
813,28585,8,4,8,30.0
814,2777,17,0,19,21.0
815,156505,56,6,15,4.0
816,112686,9,0,15,1.0
817,50237,61,4,15,3.0
818,164319,6,3,14,29.0
819,57911,3,5,23,18.0
820,179845,49,2,12,13.0
821,165347,5,6,9,30.0
822,37613,65,2,16,4.0
823,147520,5,3,10,8.0
824,108666,29,0,11,5.0
825,74842,2,2,11,6.0
826,87810,2,3,9,23.0
827,71113,1,3,8,
828,197029,18,1,16,6.0
829,141625,7,1,10,7.0
830,119835,89,0,15,2.0
831,155741,6,6,14,20.0
832,3683,20,0,10,7.0
833,183333,3,6,15,4.0
834,112278,7,5,18,14.0
835,1440,3,2,14,6.0
836,131119,2,5,18,3.0
837,89900,8,6,13,7.0
838,162374,3,6,14,26.0
839,176212,6,0,15,7.0
840,191973,10,5,9,1.0
841,56904,4,4,13,30.0
842,44062,10,6,11,7.0
843,166894,9,5,15,6.0
844,27766,10,6,15,11.0
845,152992,3,5,8,30.0
846,7864,5,4,16,30.0
847,121984,18,4,6,2.0
848,73835,28,0,14,3.0
849,30009,4,2,13,3.0
850,109048,5,6,13,18.0
851,37473,47,2,11,4.0
852,119249,2,5,20,19.0
853,15634,14,5,19,3.0
854,99802,22,5,13,5.0
855,187038,5,2,14,3.0
856,146969,3,1,16,24.0
857,184695,9,1,13,14.0
858,117961,1,6,11,
859,103018,7,6,15,6.0
860,114223,5,1,18,30.0
861,35487,23,3,12,7.0
862,192657,2,6,17,16.0
863,146499,2,5,15,30.0
864,22835,52,4,15,8.0
865,34108,8,6,13,7.0
866,188071,11,3,11,10.0
867,39021,51,3,13,1.0
868,147578,3,6,23,5.0
869,175108,15,0,11,7.0
870,97917,7,0,12,14.0
871,198454,2,0,13,27.0
872,113526,5,6,6,6.0
873,189247,7,0,10,6.0
874,158524,3,0,23,6.0
875,94977,31,1,9,8.0
876,111344,1,3,15,
877,2609,22,5,15,3.0
878,61911,9,2,13,30.0
879,81339,8,2,11,5.0
880,95838,29,4,10,5.0
881,179601,17,4,16,5.0
882,160538,13,5,20,8.0
883,123765,30,3,8,7.0
884,5910,16,3,10,9.0
885,159872,11,0,13,7.0
886,123819,15,0,7,9.0
887,127711,6,5,15,12.0
888,161885,22,3,9,12.0
889,1264,25,1,7,4.0
890,28394,6,4,17,30.0
891,178864,8,2,15,10.0
892,44995,5,5,6,30.0
893,185084,20,2,17,16.0
894,120895,17,2,9,2.0
895,191894,1,6,9,
896,173624,36,1,16,3.0
897,107447,10,2,22,13.0
898,128894,11,6,7,7.0
899,28945,12,3,10,10.0
900,24019,30,1,17,2.0
901,160657,31,1,23,8.0
902,73822,3,4,17,6.0
903,76103,17,3,12,15.0
904,47848,10,4,9,24.0
905,76674,19,5,14,8.0
906,188977,14,6,9,16.0
907,10799,3,4,11,28.0
908,122962,19,0,12,15.0
909,42474,5,4,15,30.0
910,126435,2,0,16,30.0
911,172302,3,2,12,4.0
912,165294,89,4,14,1.0
913,45933,28,2,9,6.0
914,107093,7,1,11,9.0
915,166117,4,1,16,30.0
916,29494,28,0,8,6.0
917,55154,2,1,12,6.0
918,55978,3,3,15,20.0
919,143506,24,4,11,7.0
920,15956,8,1,8,6.0
921,176010,13,1,13,18.0
922,116331,18,2,15,4.0
923,152807,41,2,8,7.0
924,102115,13,2,17,9.0
925,131093,94,1,10,2.0
926,161700,6,2,13,7.0
927,112606,2,1,12,22.0
928,142284,47,3,22,0.0
929,147801,27,3,13,9.0
930,106143,24,6,12,4.0
931,32252,31,1,21,6.0
932,106113,6,1,17,30.0
933,150555,9,2,6,6.0
934,176946,13,0,21,30.0
935,87136,11,4,18,5.0
936,4484,8,1,6,30.0
937,70446,40,4,12,7.0
938,118129,5,0,10,7.0
939,66039,3,1,18,7.0
